mult_SHAP_CD_Ratio,mult_SHAP_Base_Rate,mult_SHAP_Interest_Spread,mult_SHAP_CAR,mult_GP_mu,mult_GP_confidence,f1,accuracy,degenerate
1.25,1.25,1.25,1.0,1.0,1.0,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.0,1.0,1.25,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.0,1.25,0.75,0.358974358974359,0.6875,False
1.25,1.25,1.25,1.0,1.25,1.0,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.0,1.25,1.25,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,0.75,0.75,0.32432432432432434,0.6875,False
1.25,1.25,1.25,1.25,0.75,1.0,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,0.75,1.25,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,1.0,0.75,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,1.0,1.0,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,1.0,1.25,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,1.25,0.75,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,1.25,1.0,0.3157894736842105,0.675,False
1.25,1.25,1.25,1.25,1.25,1.25,0.3157894736842105,0.675,False
