Company,FiscalYear,FiscalYearAD,TOTAL_ASSETS,CASH_AND_BANK_BALANCE,MONEY_AT_SHORT_NOTICE,Due_from_NRB,Placement_with_BFIs,LOANS,Loans_and_Advances_to_BFIs,Loans_and_Advances_to_Customers,INVESTMENTS,Investment_Securities,Investment_in_Subsidiaries,Investment_in_Associates,Investment_Property,OTHER_ASSETS,Derivative_Financial_Instruments,Other_Trading_Assets,Current_Tax_Assets,Deferred_Tax_Assets,Other_Assets,Goodwill_and_Intangible_Assets,PROPERTY_AND_EQUIPMENT,LIABILITIES,BORROWINGS,Due_to_BFIs,Due_to_NRB,Borrowing,Debt_Securities_Issued,DEPOSITS,OTHER_LIABILITIES_AND_PROVISIONS,Provisions,Current_Tax_Liabilities,Deferred_Tax_Liabilities,Subordinated_Liabilities,Other_Liabilities,SHAREHOLDERS_EQUITY,PAID_UP_CAPITAL,RESERVES_AND_SURPLUSES,Share_Premium,Retained_Earnings,Reserves,Non_Controlling_Interest,TOTAL_LIABILITIES_AND_EQUITY,Interest_Income,Interest_Expense,Net_Interest_Income,Fees_and_Commission_Income,Fees_and_Commission_Expense,Net_Fees_and_Commission_Income,Net_Interest_Fee_and_Commission_Income,Net_Trading_Income,Other_Operating_Income,Total_Operating_Income,Impairment_Charge,Net_Operating_Income,Operating_Expenses,Staff_Expenses,Other_Operating_Expenses,Depreciation_and_Amortization,Operating_Profit,Non_Operating_Income,Non_Operating_Expense,Profit_before_Tax,Income_Tax,Current_Tax,Deferred_Tax,Profit_Loss_for_the_period,Comprehensive_Income,Total_Comprehensive_Income,Regulatory_Adjustment,Net_Profit_Loss_as_per_profit_or_loss,Profit_Required_to_be_Appropriated_to_Statutory_Reserve,Profit_Required_to_be_Transferred_to_Regulatory_Reserve,Distributable_Profit,Net_Profit_or_Loss_as_per_statement_of_Profit_or_Loss,Add:_Opening_Retained_Earning,Profit_required_to_be_appropriated_to_Statutory_Reserve,Appropriations:,General_Reserve,Foreign_Exchange_Fluctuation_Fund,Capital_Redemption_Reserve,Corporate_Social_Responsibility_Fund,Employees'_Training_Fund,Other,Profit_required_to_be_appropriated_to_Regulatory_Reserve,Transfer_to_Regulatory_Reserve,Transfer_from_Regulatory_Reserve,Distributable_Profit_or_(Loss),Interest_Rate_Spread,Capital_Fund_to_RWA,Non-Performing_Loan_(NPL)_to_Total_Loan,Total_Loan_Loss_Provision_to_Total_NPL,Cost_of_Funds,Credit_to_Deposit_Ratio,Base_Rate,Assets,Liabilities,Equity,Total_Equity_Attributable_To_Equity_Holders,Non-Controlling Interest,Tier_1_Capital_to_RWA,CET_1_Capital_to_RWA
ADBL,2082/2083,2025/2026,377307473631.0,7277333750.0,,14589745466.0,14152906250.0,,2313782823.0,212438164384.0,,109488206657.0,29013000.0,,1342756638.0,,,1316828629.0,270033563.0,,11661475314.0,12887765.0,2414339392.0,338688199212.0,,1026876877.0,,2803771847.0,20483052672.0,309377760351.0,,,,333629561.0,,4663107904.0,38619274419.0,19287936300.0,,,2484736447.0,16846601672.0,,377307473631.0,5495815264.0,3071419831.0,2424395433.0,316179771.0,8154166.0,308025605.0,2732421038.0,-165033716.0,55844097.0,2623231419.0,1463853691.0,1159377728.0,,892695479.0,265787706.0,64128272.0,-63233729.0,149346.0,,-63084383.0,-68823269.0,,-68823269.0,5738886.0,,,,,,,,5738886.0,2816669319.0,95710063.0,,1147777.0,,,57389.0,69752897.0,24752000.0,-331932872.0,-241961695.0,,2484736447.0,3.92,13.63,4.78,109.66,3.68,65.13,5.42,,,,38619274419.0,,11.54,10.04
EBL,2072/2073,2015/2016,114841636000.0,23117394000.0,1300000000.0,0.0,0.0,68911543000.0,0.0,0.0,18198740000.0,18198740000.0,0.0,0.0,0.0,3926011000.0,0.0,0.0,0.0,0.0,0.0,3926011000.0,687948000.0,106229419000.0,1071345000.0,0.0,0.0,2500000.0,1068845000.0,93735481000.0,11422593000.0,0.0,0.0,0.0,0.0,0.0,8612219000.0,2742604000.0,5869615000.0,0.0,0.0,0.0,0.0,114841638000.0,5057077000.0,1828493000.0,3228584000.0,0.0,0.0,398913000.0,0.0,0.0,509798000.0,4137295000.0,75383000.0,4061912000.0,,953091000.0,603529000.0,0.0,2505292000.0,28998000.0,0.0,2534290000.0,,804049000.0,0.0,1730241000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBL,2073/2074,2016/2017,118248614000.0,3060846000.0,21673394000.0,0.0,0.0,77123686000.0,0.0,0.0,9714085000.0,9514139000.0,199946000.0,0.0,0.0,6676603000.0,0.0,0.0,0.0,0.0,6707000.0,6669896000.0,783774000.0,105252027000.0,1083607000.0,0.0,0.0,14762000.0,1068845000.0,95094461000.0,9073959000.0,0.0,0.0,0.0,0.0,0.0,12996587000.0,5741095000.0,7255492000.0,0.0,0.0,0.0,0.0,118248614000.0,6798669000.0,3009792000.0,3788877000.0,853018000.0,113608000.0,739410000.0,0.0,0.0,93749000.0,4622036000.0,-6574000.0,4628610000.0,,1136568000.0,577501000.0,0.0,2914541000.0,7452000.0,0.0,2914541000.0,,864063000.0,0.0,2050478000.0,243579000.0,2294057000.0,0.0,2294057000.0,0.0,0.0,2294057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBL,2074/2075,2017/2018,146162966000.0,3370333000.0,24666266000.0,0.0,0.0,92777465000.0,0.0,0.0,19957618000.0,19714929000.0,242689000.0,0.0,0.0,5391284000.0,0.0,0.0,0.0,0.0,12932000.0,5378352000.0,0.0,130250636000.0,1095558000.0,0.0,0.0,26713000.0,1068845000.0,114852462000.0,14302616000.0,0.0,0.0,0.0,0.0,0.0,15912329000.0,8106863000.0,7805466000.0,0.0,0.0,0.0,0.0,146162965000.0,10158460000.0,5233688000.0,4924772000.0,375614000.0,130306000.0,245308000.0,0.0,0.0,547061000.0,5717141000.0,-175668000.0,5892809000.0,,1370468000.0,659448000.0,0.0,3862893000.0,-481000.0,0.0,3862412000.0,,1076088000.0,0.0,2786324000.0,-81595000.0,2704729000.0,0.0,2704729000.0,0.0,246110000.0,2704729000.0,,,,,,,,,,,,,,,4.75,14.97,0.2,675.0,5.61,75.98,8.45,,,,,,,
EBL,2075/2076,2018/2019,168684737000.0,7759121000.0,23853069000.0,23304569000.0,548500000.0,112006277000.0,7437355000.0,104568922000.0,21843605000.0,21510727000.0,279775000.0,311838000.0,21040000.0,1133817000.0,54102000.0,0.0,67975000.0,0.0,973417000.0,38323000.0,2088848000.0,151050801000.0,2876317000.0,601403000.0,1206069000.0,762497000.0,1068845000.0,129550539000.0,18623945000.0,0.0,0.0,77264000.0,0.0,18546681000.0,17633936000.0,8106863000.0,9527073000.0,238470000.0,2188038000.0,7100565000.0,0.0,168684737000.0,12957538000.0,7320852000.0,5636686000.0,1053574000.0,133605000.0,919969000.0,6556655000.0,306924000.0,101884000.0,6965463000.0,155593000.0,6809870000.0,,1606676000.0,702682000.0,144545000.0,4355967000.0,-5000.0,4384000.0,4351583000.0,,1305475000.0,0.0,3046108000.0,64293000.0,3110401000.0,0.0,3046108000.0,801791000.0,56279000.0,2188038000.0,3046109000.0,,801791000.0,,609222000.0,,166885000.0,12930000.0,7154000.0,5600000.0,56279000.0,189943000.0,133664000.0,2188038000.0,4.29,13.75,0.16,714.0,6.21,75.07,8.12,,,,,,,
EBL,2076/2077,2019/2020,185018806000.0,9646948000.0,,19972675000.0,3125200000.0,,6857500000.0,112195372000.0,,28813510000.0,0.0,368845000.0,21040000.0,,14537000.0,0.0,234114000.0,0.0,1630476000.0,45151000.0,2093440000.0,166397700000.0,,1182834000.0,32886000.0,0.0,1068845000.0,143545475000.0,,0.0,432572000.0,140976000.0,0.0,20426683000.0,18621107000.0,8510207000.0,,238470000.0,1727527000.0,8144903000.0,,185018806000.0,13956190000.0,8645778000.0,5310412000.0,1144436000.0,128503000.0,1015933000.0,6326345000.0,263566000.0,110422000.0,6700333000.0,548470000.0,6151863000.0,,1636278000.0,793323000.0,149835000.0,3572426000.0,0.0,613000.0,3571814000.0,,1071820000.0,0.0,2499994000.0,,,,,,,,2499994000.0,2324151000.0,701644000.0,301966000.0,499999000.0,,166885000.0,19601000.0,12359000.0,2800000.0,125184000.0,429819000.0,304635000.0,1673166000.0,3.59,13.32,0.22,682.0,6.11,68.57,8.05,,,,18621107000.0,0.0,,
EBL,2077/2078,2020/2021,211646308000.0,7863408000.0,,28838572000.0,3444700000.0,,7486024000.0,127681524000.0,,31460033000.0,,502316000.0,2203000.0,,118253000.0,,442820000.0,,1153958000.0,32837000.0,2737913000.0,190961003000.0,,678975000.0,2112185000.0,,468845000.0,160220257000.0,,,,423325000.0,,27029490000.0,20685305000.0,8933717000.0,,238470000.0,2364965000.0,9148153000.0,,211646308000.0,11519409000.0,7559209000.0,3960201000.0,978902000.0,210737000.0,768165000.0,4728365000.0,367239000.0,269938000.0,5365542000.0,268847000.0,5096695000.0,,1595262000.0,724710000.0,159857000.0,2616867000.0,,87000.0,2616780000.0,,788503000.0,,1828277000.0,,,,,,,,1828277000.0,901465000.0,400896000.0,,365655000.0,,46885000.0,-12367000.0,-5060000.0,5783000.0,-36119000.0,158760000.0,-194879000.0,2364965000.0,3.24,12.51,0.12,1311.0,4.48,72.52,5.99,,,,20685305000.0,,,
EBL,2078/2079,2021/2022,224300219000.0,10428537000.0,,11105032000.0,2875500000.0,,9573311000.0,145474070000.0,,39270163000.0,,707316000.0,2203000.0,,21075000.0,,513719000.0,,1549548000.0,23076000.0,2756670000.0,201606020000.0,,733073000.0,2919259000.0,2556000000.0,1325628000.0,172739185000.0,,,,91825000.0,,21241050000.0,22694200000.0,9467340000.0,,238470000.0,3895454000.0,9092936000.0,,224300219000.0,15607043000.0,10181066000.0,5425977000.0,1294958000.0,263073000.0,1031884000.0,6457862000.0,299491000.0,293167000.0,7050519000.0,463850000.0,6586669000.0,,1980237000.0,789656000.0,177120000.0,3639655000.0,,2429000.0,3637227000.0,,1091168000.0,,2546059000.0,,,,,,,,2546059000.0,1446376000.0,112773000.0,,509212000.0,600000.0,46808000.0,13342000.0,16039000.0,-473228000.0,3879662000.0,31307000.0,-47100000.0,3895455000.0,4.06,11.95,0.24,676.0,7.31,86.04,8.82,,,,22694200000.0,,,
EBL,2079/2080,2022/2023,249983269000.0,13803899000.0,,13433794000.0,5980975000.0,,8089606000.0,160210055000.0,,41689714000.0,,752988000.0,2203000.0,,35293000.0,,498533000.0,111957000.0,2130927000.0,23038000.0,3369739000.0,224486152000.0,,1219274000.0,23500000.0,2629000000.0,3603663000.0,197929061000.0,,,,87286000.0,,18973055000.0,25497117000.0,10698094000.0,,238470000.0,4333205000.0,10227349000.0,,249983269000.0,22438321000.0,14990247000.0,7448074000.0,1347454000.0,271927000.0,1075527000.0,8523601000.0,182784000.0,115640000.0,8822025000.0,735441000.0,8086584000.0,,2165930000.0,758339000.0,315264000.0,4847051000.0,478000.0,167000.0,4847362000.0,,1454209000.0,,3393154000.0,,,,,,,,3393154000.0,1756749000.0,720424000.0,,678631000.0,13027000.0,,18106000.0,10660000.0,-11860000.0,-96275000.0,-96275000.0,,4333204000.0,3.97,13.36,0.79,235.64,7.75,82.32,9.47,,,,25497117000.0,,,
EBL,2080/2081,2023/2024,293961158000.0,7308052000.0,,20764973000.0,6482025000.0,,7652663000.0,179647698000.0,,65156052000.0,,727810000.0,522302000.0,,18513000.0,,525463000.0,,1525222000.0,24477000.0,3605909000.0,266182002000.0,,1071805000.0,20000000.0,2349196000.0,3603613000.0,232316604000.0,,,,138467000.0,,26702317000.0,27779156000.0,11767904000.0,,238470000.0,3514492000.0,12258290000.0,,293961158000.0,22454915000.0,14794367000.0,7660548000.0,1638454000.0,295238000.0,1343216000.0,9003764000.0,338568000.0,52171000.0,9394503000.0,282404000.0,9112099000.0,,2285354000.0,1039675000.0,183778000.0,5603292000.0,,2227000.0,5601065000.0,,1900417000.0,,3700648000.0,,,,,,,,3700647000.0,1914170000.0,1398458000.0,,740130000.0,11429000.0,625778000.0,20490000.0,631000.0,,-701894000.0,-701894000.0,,3514465000.0,3.98,12.61,0.71,261.42,5.64,80.29,7.29,,,,27779156000.0,,,
EBL,2081/2082,2024/2025,365205354000.0,6691912000.0,,13661353000.0,7843200000.0,,9771879000.0,213623545000.0,,100524625000.0,,776283000.0,564286000.0,,4953600000.0,,419271000.0,,2125512000.0,116696000.0,4133192000.0,333181802000.0,,2335968000.0,,1100976000.0,6603613000.0,298818400000.0,,,,121050000.0,,19243044000.0,32023551000.0,12944694000.0,,238470000.0,4954470000.0,13885917000.0,,365205353000.0,20818988000.0,11689600000.0,9129388000.0,1877809000.0,348866000.0,1528943000.0,10658331000.0,499382000.0,8724000.0,11166437000.0,-161722000.0,11328159000.0,,2608065000.0,933492000.0,332367000.0,7454235000.0,,3365000.0,7450870000.0,,2532705000.0,,4918165000.0,,,,,,,,4918165000.0,1474814000.0,1595699000.0,,983633000.0,210000.0,597219000.0,6333000.0,8304000.0,80000000.0,157190000.0,157190000.0,,4954470000.0,3.48,13.28,0.38,383.32,3.87,77.48,5.36,,,,32023551000.0,,10.42,10.42
EBL,2082/2083,2025/2026,376327699000.0,8502449000.0,,52717545000.0,10131518000.0,,10385784000.0,227345818000.0,,51813121000.0,,762144000.0,538523000.0,,6766729000.0,,,,2930365000.0,200359000.0,4201584000.0,343229653000.0,,2892640000.0,,,6603613000.0,313890276000.0,,,129620000.0,42194000.0,,12904581000.0,33098047000.0,12944694000.0,,238470000.0,5496000000.0,14418883000.0,,376327700000.0,5309342000.0,2905445000.0,2403897000.0,633123000.0,82770000.0,550353000.0,2954250000.0,149500000.0,9969000.0,3113719000.0,423118000.0,2690601000.0,,672678000.0,254815000.0,77555000.0,1685553000.0,,876000.0,1684677000.0,,505403000.0,,1179274000.0,,,,,,,,1179274000.0,4893096000.0,481527000.0,,235855000.0,-2848000.0,232638000.0,10759000.0,5123000.0,,-94845000.0,-94845000.0,,5495998000.0,3.36,12.77,0.74,210.8,3.61,75.83,4.86,,,,33098047000.0,,10.07,10.07
GBIME,2072/2073,2015/2016,90277066000.0,8676007000.0,0.0,0.0,0.0,60841364000.0,0.0,0.0,17990718000.0,17990718000.0,0.0,0.0,0.0,1833990000.0,0.0,0.0,0.0,0.0,0.0,1833990000.0,934987000.0,81566886000.0,2800000000.0,0.0,0.0,2400000000.0,400000000.0,74682917000.0,4083969000.0,0.0,0.0,0.0,0.0,0.0,8710180000.0,6164268000.0,2545912000.0,0.0,0.0,0.0,0.0,90277066000.0,4988277000.0,2098706000.0,2889571000.0,0.0,0.0,562945000.0,0.0,0.0,493398000.0,3945914000.0,336256000.0,3609658000.0,,856788000.0,829893000.0,0.0,1922977000.0,54928000.0,0.0,1977905000.0,,591219000.0,0.0,1386686000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIME,2073/2074,2016/2017,119882781000.0,4126619000.0,18595024000.0,0.0,0.0,80609230000.0,0.0,0.0,13070744000.0,12850969000.0,219775000.0,0.0,0.0,2450499000.0,0.0,0.0,0.0,0.0,28731000.0,2421768000.0,1030665000.0,106113528000.0,1226518000.0,0.0,0.0,826518000.0,400000000.0,101123343000.0,3763667000.0,0.0,0.0,0.0,0.0,0.0,13769254000.0,8080342000.0,5688912000.0,0.0,0.0,0.0,0.0,119882782000.0,7492058000.0,3799262000.0,3692796000.0,888467000.0,165754000.0,722713000.0,0.0,0.0,360374000.0,4775883000.0,161920000.0,4613963000.0,,1059212000.0,740844000.0,0.0,2813907000.0,17073000.0,0.0,2830980000.0,,941612000.0,0.0,1889368000.0,16693000.0,1906061000.0,0.0,1889368000.0,0.0,-116793000.0,2006161000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIME,2074/2075,2017/2018,127923145000.0,3818193000.0,7529436000.0,0.0,0.0,93126974000.0,0.0,0.0,18447920000.0,18228145000.0,219775000.0,0.0,0.0,3676151000.0,0.0,0.0,0.0,0.0,31946000.0,3644205000.0,1324471000.0,113169773000.0,1434649000.0,0.0,0.0,1034649000.0,400000000.0,106510529000.0,5224595000.0,0.0,0.0,0.0,0.0,0.0,14753374000.0,8888376000.0,5864998000.0,0.0,0.0,0.0,0.0,127923147000.0,11404289000.0,7600268000.0,3804021000.0,948518000.0,221800000.0,726718000.0,0.0,0.0,443712000.0,4974451000.0,-280792000.0,5255243000.0,,1318630000.0,963672000.0,0.0,2972941000.0,-149096000.0,0.0,2823845000.0,,842078000.0,0.0,1981767000.0,-189615000.0,1792152000.0,0.0,1981767000.0,0.0,-174824000.0,2156591000.0,,,,,,,,,,,,,,,2.98,11.67,0.69,224.29,7.04,75.35,10.55,,,,,,,
GBIME,2075/2076,2018/2019,147767092900.0,4322104020.0,11781351780.0,5217312680.0,6564039100.0,113002918500.0,4017328580.0,108985590000.0,14348428080.0,13690389750.0,219775000.0,319577860.0,118685460.0,2938716700.0,232615480.0,0.0,1259551010.0,205385500.0,1212876090.0,28288610.0,1373573730.0,131412195600.0,7139128840.0,4410876030.0,1231800210.0,200000000.0,1496452600.0,120088440100.0,4184626650.0,925237540.0,1173675920.0,0.0,0.0,2085713190.0,16354897300.0,10310515960.0,6044381340.0,0.0,2837692740.0,3206688610.0,0.0,147767092900.0,13457016110.0,8288545360.0,5168470750.0,1181079050.0,197877110.0,983201940.0,6151672690.0,412125160.0,162395510.0,6726193360.0,140727140.0,6585466220.0,,1563643280.0,865753690.0,238304430.0,3917764820.0,27289530.0,0.0,3945054350.0,511969000.0,1173675920.0,-23915590.0,2795294020.0,-8455480.0,2786838530.0,0.0,2795294020.0,255611690.0,109824160.0,2429858160.0,2795294018.0,,-255611688.0,,-559058804.0,-103031289.0,267893020.0,-27952940.0,1538325.0,165000000.0,-109824163.0,-119712462.0,9888299.0,2429858167.0,4.47,12.31,0.55,273.99,7.18,78.69,9.54,,,,,,,
GBIME,2076/2077,2019/2020,274082959000.0,8722435000.0,,11775494000.0,9459379000.0,,7660465000.0,189388664000.0,,28018605000.0,557095000.0,404223000.0,335304000.0,,8876124000.0,0.0,1639870000.0,279843000.0,4181975000.0,240270000.0,2543213000.0,245065005000.0,,14327698000.0,1339361000.0,2404000000.0,1497065000.0,212315385000.0,,0.0,1294771000.0,0.0,0.0,3113280000.0,29017954000.0,18975880000.0,,5393000.0,1618563000.0,8418117000.0,,274082959000.0,20459463000.0,12267388000.0,8192075000.0,1472135000.0,242005000.0,1230130000.0,9422205000.0,579515000.0,206648000.0,10208368000.0,1740617000.0,8467751000.0,,2486110000.0,1272270000.0,304122000.0,4405249000.0,642000.0,58521000.0,4347370000.0,,1294771000.0,35443000.0,3088042000.0,,,,,,,,3088041534000.0,451330968000.0,1477538755000.0,,707874500000.0,26508586000.0,379111842000.0,-14379911000.0,6090382000.0,378423738000.0,328951272000.0,328951272000.0,,1732882475000.0,4.43,12.33,1.81,138.32,6.21,73.18,8.42,,,,29017954000.0,,,
GBIME,2077/2078,2020/2021,345372879000.0,11627844000.0,,25336114000.0,7011915000.0,,10320091000.0,228893978000.0,,52511823000.0,370695000.0,575594000.0,354649000.0,,5440370000.0,,2232790000.0,311200000.0,3682905000.0,239534000.0,3252012000.0,312684497000.0,,14914792000.0,10893999000.0,2383000000.0,4497744000.0,268433792000.0,,,1823038000.0,,,4297762000.0,32688384000.0,21632503000.0,,5393000.0,2850895000.0,8204986000.0,,345372881000.0,21554994000.0,12554636000.0,9000358000.0,1909045000.0,380250000.0,1528795000.0,10529153000.0,666455000.0,616825000.0,11812432000.0,1184808000.0,10627624000.0,,3068249000.0,1363442000.0,333863000.0,5862071000.0,10547000.0,,5872619000.0,1746106000.0,1823038000.0,-76932000.0,4126512000.0,,,,,,,,4126512000.0,,1162630000.0,,825302000.0,26301000.0,299864000.0,11163000.0,-2049000.0,,201978000.0,201978000.0,,2761904000.0,3.65,13.17,1.42,185.12,4.66,76.31,6.6,,,,32688384000.0,,,
GBIME,2078/2079,2021/2022,357690067000.0,17223943000.0,,11930868000.0,,,10558054000.0,258544423000.0,,47211552000.0,370695000.0,652917000.0,559448000.0,,1265936000.0,,2238645000.0,404384000.0,3113928000.0,228927000.0,3386345000.0,320541703000.0,,9067768000.0,14438908000.0,5755500000.0,4492869000.0,277492013000.0,,,2309842000.0,,,5713793000.0,37148364000.0,23795753000.0,,,3199536000.0,10153075000.0,,357690067000.0,29509611000.0,18768993000.0,10740618000.0,2210238000.0,533920000.0,1676317000.0,12416935000.0,594206000.0,467227000.0,13478368000.0,503790000.0,12974578000.0,,3409190000.0,1657283000.0,347955000.0,7560150000.0,3269000.0,162961000.0,7400458000.0,1452633000.0,2271534000.0,-77532000.0,5206455000.0,,,,,,,,5206455000.0,69816000.0,-1812694000.0,,-1041291000.0,-13622000.0,-708333000.0,-22678000.0,-26770000.0,,3393761000.0,-353424000.0,89384000.0,3199536000.0,4.26,12.72,1.22,204.83,7.48,89.21,9.4,,,,37148364000.0,,,
GBIME,2079/2080,2022/2023,526375695000.0,19071572000.0,,18649053000.0,668727000.0,,13494415000.0,356394700000.0,,98651339000.0,650695000.0,745165000.0,1737579000.0,,996239000.0,,3379590000.0,170656000.0,4627941000.0,499869000.0,6638155000.0,467692939000.0,,13023624000.0,470716000.0,3282546000.0,12181123000.0,426325446000.0,,,2996772000.0,161807000.0,,8465765000.0,58682757000.0,35771060000.0,,,2956956000.0,19954741000.0,,526375695000.0,48221364000.0,31103089000.0,17118275000.0,2744120000.0,683570000.0,2060550000.0,19178825000.0,474601000.0,229467000.0,19882893000.0,2715392000.0,17167501000.0,,4137678000.0,1853988000.0,806943000.0,10368892000.0,8526000.0,273478000.0,10103940000.0,,2996772000.0,-146286000.0,7253455000.0,,,,,,,,7253455000.0,-92226000.0,-2324125000.0,,-1450691000.0,-4625000.0,-779057000.0,-47985000.0,-25407000.0,-16360000.0,-1880149000.0,-1880149000.0,,2956956000.0,4.96,13.37,3.08,116.27,8.18,83.47,10.2,,,,58682757000.0,,,
GBIME,2080/2081,2023/2024,604395845000.0,49795644000.0,,21314921000.0,,,13764012000.0,369458044000.0,,120793833000.0,728395000.0,1419623000.0,5040340000.0,,4519350000.0,,2449131000.0,120866000.0,6923358000.0,888967000.0,7300227000.0,543407952000.0,,17433530000.0,373324000.0,12100951000.0,10684657000.0,487462540000.0,,,2578844000.0,191000.0,,8263571000.0,60987892000.0,36128770000.0,,,1104566000.0,23754556000.0,,604395845000.0,51461621000.0,34823697000.0,16637924000.0,3435090000.0,758401000.0,2676689000.0,19314613000.0,580853000.0,549302000.0,20444768000.0,3743301000.0,16701467000.0,,4726101000.0,2256811000.0,974744000.0,8743811000.0,7344000.0,183676000.0,8567479000.0,,2570417000.0,-19153000.0,6016215000.0,,,,,,,,6016216000.0,-1299995000.0,-409672000.0,,-1203243000.0,-1051000.0,935714000.0,11622000.0,-8076000.0,-144638000.0,-3201983000.0,-3201983000.0,,1104566000.0,3.99,12.53,4.37,104.61,6.21,75.87,8.09,,,,60987892000.0,,,
GBIME,2081/2082,2024/2025,689746863000.0,52688974000.0,,22144469000.0,,,15795204000.0,411791797000.0,,148734000000.0,728395000.0,1395771000.0,6057965000.0,,11071927000.0,,2441471000.0,,7705460000.0,866538000.0,8324891000.0,622041405000.0,,24423550000.0,331844000.0,12393476000.0,10687317000.0,550628438000.0,,,2620565000.0,520608000.0,,9392071000.0,67705458000.0,38115853000.0,,,5379300000.0,24210305000.0,,689746863000.0,43961495000.0,27249218000.0,16712277000.0,4187052000.0,965010000.0,3222042000.0,19934319000.0,916893000.0,425219000.0,21276431000.0,4305411000.0,16971020000.0,,4862378000.0,2475367000.0,862696000.0,8770579000.0,29782000.0,16319000.0,8784042000.0,,2620565000.0,-41268000.0,6204745000.0,,,,,,,,6204745000.0,19636000.0,-1970492000.0,,-1240949000.0,-2806000.0,-627778000.0,45300000.0,-27189000.0,-117070000.0,1125410000.0,1125410000.0,,5379299000.0,3.63,13.39,4.87,102.76,4.3,76.07,5.76,,,,67705458000.0,,10.66,10.66
GBIME,2082/2083,2025/2026,729628550000.0,48156996000.0,,36787160000.0,,,16104772000.0,421252080000.0,,162229212000.0,728395000.0,1395771000.0,6055995000.0,,19282741000.0,,139474000.0,882462000.0,7512805000.0,862188000.0,8131536000.0,661210840000.0,,26609966000.0,331844000.0,10257395000.0,10688038000.0,582254603000.0,,,913836000.0,882152000.0,,9990265000.0,68417712000.0,38115853000.0,,,4849506000.0,25452353000.0,,729628552000.0,10321005000.0,6187942000.0,4133063000.0,1111575000.0,203941000.0,907634000.0,5040697000.0,284266000.0,191248000.0,5516211000.0,1010988000.0,4505223000.0,,1318229000.0,602919000.0,212438000.0,2371637000.0,118741000.0,1243000.0,2489135000.0,,726635000.0,-96151000.0,1858651000.0,,,,,,,,1858650000.0,4054879000.0,-559139000.0,,-371730000.0,-2233000.0,-156944000.0,-16695000.0,-11537000.0,,-504883000.0,-504883000.0,,4849507000.0,3.48,12.98,4.98,109.63,3.92,73.34,5.4,,,,68417712000.0,,10.41,10.41
HBL,2072/2073,2015/2016,101180098000.0,7874984000.0,1482036000.0,0.0,0.0,69100890000.0,0.0,0.0,19306073000.0,19306073000.0,0.0,0.0,0.0,1493148000.0,0.0,0.0,0.0,0.0,0.0,1493148000.0,1922967000.0,92305569000.0,1600000000.0,0.0,0.0,1000000000.0,600000000.0,87323146000.0,3382423000.0,0.0,0.0,0.0,0.0,0.0,8874529000.0,4499145000.0,4375384000.0,0.0,0.0,0.0,0.0,101180098000.0,4974339000.0,1565896000.0,3408443000.0,0.0,0.0,1197361000.0,0.0,0.0,116901000.0,4722705000.0,17229000.0,4705476000.0,,1183181000.0,806452000.0,0.0,2715843000.0,32529000.0,0.0,2748372000.0,,832744000.0,0.0,1915628000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBL,2073/2074,2016/2017,113017127000.0,2774379000.0,14373148000.0,0.0,0.0,78482420000.0,0.0,0.0,9843368000.0,9647582000.0,195786000.0,0.0,0.0,7543812000.0,0.0,0.0,0.0,0.0,76026000.0,7467786000.0,2190324000.0,99964630000.0,640000000.0,0.0,0.0,40000000.0,600000000.0,92881114000.0,6443516000.0,0.0,0.0,0.0,0.0,0.0,13052497000.0,6491624000.0,6560873000.0,0.0,0.0,0.0,0.0,113017127000.0,7106676000.0,3173334000.0,3933342000.0,784150000.0,64852000.0,719298000.0,0.0,0.0,694245000.0,5346885000.0,123457000.0,5223428000.0,,1404683000.0,784705000.0,0.0,3034040000.0,2294000.0,0.0,3036334000.0,,798158000.0,0.0,2238176000.0,14441000.0,2252617000.0,0.0,2238176000.0,0.0,59941000.0,2178235000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBL,2074/2075,2017/2018,123140339000.0,4141268000.0,10148824000.0,0.0,0.0,87407345000.0,0.0,0.0,12449220000.0,12253434000.0,195786000.0,0.0,0.0,8993682000.0,0.0,0.0,0.0,0.0,85853000.0,8907829000.0,0.0,107696086000.0,600000000.0,0.0,0.0,0.0,600000000.0,99743045000.0,7353041000.0,0.0,0.0,0.0,0.0,0.0,15444253000.0,8114529000.0,7329724000.0,0.0,0.0,0.0,0.0,123140339000.0,9846232000.0,5403047000.0,4443185000.0,772038000.0,86584000.0,685454000.0,0.0,0.0,1053847000.0,6182486000.0,44385000.0,6138101000.0,,1580168000.0,840455000.0,0.0,3717478000.0,-55461000.0,0.0,3662017000.0,,1047396000.0,0.0,2614621000.0,47482000.0,2662103000.0,0.0,2614621000.0,0.0,140031000.0,2474590000.0,2614621000.0,,0.0,,,,,,,,-140031000.0,-140031000.0,,2474590000.0,4.0,13.03,0.98,184.52,6.42,77.02,9.66,,,,,,,
